time,G(i)_East,G(i)_South,G(i)_West,Tot_Production [W/m2]
20191022:0210,0.0,0.0,0.0,0.0
20191022:0310,0.0,0.0,0.0,0.0
20191022:0410,0.0,0.0,0.0,0.0
20191022:0510,0.0,0.0,0.0,0.0
20191022:0610,91.36,118.56,44.65,93.2825
20191022:0710,290.28,404.81,104.79,301.1725
20191022:0810,458.41,663.25,141.9,481.7025
20191022:0910,546.45,797.86,307.37,612.385
20191022:1010,588.45,880.18,454.96,700.9425
20191022:1110,563.6,861.5,560.96,711.89
20191022:1210,494.9,794.48,625.88,677.435
20191022:1310,369.06,624.63,603.92,555.56
20191022:1410,220.0,427.19,528.57,400.7375
20191022:1510,61.92,209.32,392.49,218.2625
20191022:1610,0.0,0.0,0.0,0.0
20191022:1710,0.0,0.0,0.0,0.0
20191022:1810,0.0,0.0,0.0,0.0
20191022:1910,0.0,0.0,0.0,0.0
20191022:2010,0.0,0.0,0.0,0.0
20191022:2110,0.0,0.0,0.0,0.0
20191022:2210,0.0,0.0,0.0,0.0
20191022:2310,0.0,0.0,0.0,0.0
20191023:0010,0.0,0.0,0.0,0.0
20191023:0110,0.0,0.0,0.0,0.0
20191023:0210,0.0,0.0,0.0,0.0
20191023:0310,0.0,0.0,0.0,0.0
20191023:0410,0.0,0.0,0.0,0.0
20191023:0510,0.0,0.0,0.0,0.0
20191023:0610,134.83,200.48,38.27,143.515
20191023:0710,340.45,507.45,79.28,358.6575
20191023:0810,460.06,672.79,136.27,485.47749999999996
20191023:0910,559.6,832.28,304.35,632.1275
20191023:1010,630.47,981.42,471.96,766.3175
20191023:1110,582.8,918.0,580.67,749.8675
20191023:1210,494.85,803.91,629.33,683.0
20191023:1310,371.12,644.4,620.17,570.0225
20191023:1410,219.58,458.73,571.58,427.15500000000003
20191023:1510,64.41,185.31,333.66,192.1725
20191023:1610,0.0,0.0,0.0,0.0
20191023:1710,0.0,0.0,0.0,0.0
20191023:1810,0.0,0.0,0.0,0.0
20191023:1910,0.0,0.0,0.0,0.0
20191023:2010,0.0,0.0,0.0,0.0
20191023:2110,0.0,0.0,0.0,0.0
20191023:2210,0.0,0.0,0.0,0.0
20191023:2310,0.0,0.0,0.0,0.0
20191024:0010,0.0,0.0,0.0,0.0
20191024:0110,0.0,0.0,0.0,0.0
20191024:0210,0.0,0.0,0.0,0.0
20191024:0310,0.0,0.0,0.0,0.0
20191024:0410,0.0,0.0,0.0,0.0
20191024:0510,0.0,0.0,0.0,0.0
20191024:0610,73.81,94.4,39.18,75.4475
20191024:0710,270.34,378.43,102.06,282.315
20191024:0810,397.54,555.09,155.07,415.6975
20191024:0910,349.16,404.67,276.53,358.75750000000005
20191024:1010,581.95,889.67,445.03,701.5799999999999
20191024:1110,516.98,769.19,514.68,642.51
20191024:1210,329.29,376.38,347.25,357.325
20191024:1310,352.93,606.19,582.18,536.8725
20191024:1410,197.67,324.23,385.97,308.025
20191024:1510,62.71,164.21,287.22,169.5875
20191024:1610,0.0,0.0,0.0,0.0
20191024:1710,0.0,0.0,0.0,0.0
20191024:1810,0.0,0.0,0.0,0.0
20191024:1910,0.0,0.0,0.0,0.0
20191024:2010,0.0,0.0,0.0,0.0
20191024:2110,0.0,0.0,0.0,0.0
20191024:2210,0.0,0.0,0.0,0.0
20191024:2310,0.0,0.0,0.0,0.0
20191025:0010,0.0,0.0,0.0,0.0
20191025:0110,0.0,0.0,0.0,0.0
20191025:0210,0.0,0.0,0.0,0.0
20191025:0310,0.0,0.0,0.0,0.0
20191025:0410,0.0,0.0,0.0,0.0
20191025:0510,0.0,0.0,0.0,0.0
20191025:0610,75.08,99.14,37.36,77.68
20191025:0710,285.9,415.64,91.12,302.075
20191025:0810,436.06,644.15,127.01,462.8425
20191025:0910,381.71,472.15,282.32,402.0825
20191025:1010,584.63,908.46,442.37,710.98
20191025:1110,524.84,803.55,523.5,663.86
20191025:1210,320.82,365.09,337.42,347.105
20191025:1310,223.66,234.0,237.34,232.25
20191025:1410,197.41,356.47,429.42,334.9425
20191025:1510,63.16,74.4,94.34,76.575
20191025:1610,0.0,0.0,0.0,0.0
20191025:1710,0.0,0.0,0.0,0.0
20191025:1810,0.0,0.0,0.0,0.0
20191025:1910,0.0,0.0,0.0,0.0
20191025:2010,0.0,0.0,0.0,0.0
20191025:2110,0.0,0.0,0.0,0.0
20191025:2210,0.0,0.0,0.0,0.0
20191025:2310,0.0,0.0,0.0,0.0
20191026:0010,0.0,0.0,0.0,0.0
20191026:0110,0.0,0.0,0.0,0.0
20191026:0210,0.0,0.0,0.0,0.0
20191026:0310,0.0,0.0,0.0,0.0
20191026:0410,0.0,0.0,0.0,0.0
20191026:0510,0.0,0.0,0.0,0.0
20191026:0610,112.94,171.29,34.63,122.5375
20191026:0710,322.81,491.84,76.54,345.7575
20191026:0810,479.7,735.35,107.04,514.36
20191026:0910,570.48,881.06,290.31,655.7275
20191026:1010,611.14,966.88,456.75,750.4124999999999
20191026:1110,567.76,911.86,567.33,739.7025000000001
20191026:1210,493.62,838.54,641.35,703.0125
20191026:1310,360.2,652.84,620.77,571.6625
20191026:1410,196.09,341.04,406.46,321.1575
20191026:1510,44.34,206.74,390.73,212.13750000000002
20191026:1610,0.0,0.0,0.0,0.0
20191026:1710,0.0,0.0,0.0,0.0
20191026:1810,0.0,0.0,0.0,0.0
20191026:1910,0.0,0.0,0.0,0.0
20191026:2010,0.0,0.0,0.0,0.0
20191026:2110,0.0,0.0,0.0,0.0
20191026:2210,0.0,0.0,0.0,0.0
20191026:2310,0.0,0.0,0.0,0.0
20191027:0010,0.0,0.0,0.0,0.0
20191027:0110,0.0,0.0,0.0,0.0
20191027:0210,0.0,0.0,0.0,0.0
20191027:0310,0.0,0.0,0.0,0.0
20191027:0410,0.0,0.0,0.0,0.0
20191027:0510,0.0,0.0,0.0,0.0
20191027:0610,124.97,197.82,31.89,138.125
20191027:0710,333.45,516.64,72.9,359.9075
20191027:0810,475.55,730.29,108.89,511.255
20191027:0910,576.78,898.21,290.22,665.855
20191027:1010,617.58,984.84,460.16,761.855
20191027:1110,570.59,921.39,570.76,746.0325
20191027:1210,490.57,832.57,636.35,698.0150000000001
20191027:1310,360.4,659.01,624.26,575.67
20191027:1410,203.49,442.72,542.67,407.9
20191027:1510,45.0,198.61,369.19,202.85250000000002
20191027:1610,0.0,0.0,0.0,0.0
20191027:1710,0.0,0.0,0.0,0.0
20191027:1810,0.0,0.0,0.0,0.0
20191027:1910,0.0,0.0,0.0,0.0
20191027:2010,0.0,0.0,0.0,0.0
20191027:2110,0.0,0.0,0.0,0.0
20191027:2210,0.0,0.0,0.0,0.0
20191027:2310,0.0,0.0,0.0,0.0
20191028:0010,0.0,0.0,0.0,0.0
20191028:0110,0.0,0.0,0.0,0.0
20191028:0210,0.0,0.0,0.0,0.0
20191028:0310,0.0,0.0,0.0,0.0
20191028:0410,0.0,0.0,0.0,0.0
20191028:0510,0.0,0.0,0.0,0.0
20191028:0610,111.89,185.41,30.07,128.195
20191028:0710,321.03,499.46,72.9,348.2125
20191028:0810,462.09,711.31,107.46,498.04249999999996
20191028:0910,555.8,862.16,285.79,641.4775
20191028:1010,585.88,923.2,443.45,718.9325
20191028:1110,560.83,909.78,561.45,735.46
20191028:1210,475.36,801.68,613.74,673.115
20191028:1310,346.05,620.81,587.2,543.7175
20191028:1410,194.81,394.39,476.14,364.9325
20191028:1510,44.3,183.71,335.68,186.85000000000002
20191028:1610,0.0,0.0,0.0,0.0
20191028:1710,0.0,0.0,0.0,0.0
20191028:1810,0.0,0.0,0.0,0.0
20191028:1910,0.0,0.0,0.0,0.0
20191028:2010,0.0,0.0,0.0,0.0
20191028:2110,0.0,0.0,0.0,0.0
20191028:2210,0.0,0.0,0.0,0.0
20191028:2310,0.0,0.0,0.0,0.0
20191029:0010,0.0,0.0,0.0,0.0
20191029:0110,0.0,0.0,0.0,0.0
20191029:0210,0.0,0.0,0.0,0.0
20191029:0310,0.0,0.0,0.0,0.0
20191029:0410,0.0,0.0,0.0,0.0
20191029:0510,0.0,0.0,0.0,0.0
20191029:0610,98.19,160.61,30.07,112.37
20191029:0710,306.16,476.45,74.72,333.445
20191029:0810,444.53,684.25,106.99,480.005
20191029:0910,554.27,872.45,276.64,643.9525
20191029:1010,581.16,926.7,436.76,717.83
20191029:1110,552.78,905.39,553.76,729.3299999999999
20191029:1210,464.11,788.02,600.69,660.21
20191029:1310,329.57,575.99,544.52,506.5175
20191029:1410,175.07,261.97,301.18,250.0475
20191029:1510,58.25,104.03,157.52,105.95750000000001
20191029:1610,0.0,0.0,0.0,0.0
20191029:1710,0.0,0.0,0.0,0.0
20191029:1810,0.0,0.0,0.0,0.0
20191029:1910,0.0,0.0,0.0,0.0
20191029:2010,0.0,0.0,0.0,0.0
20191029:2110,0.0,0.0,0.0,0.0
20191029:2210,0.0,0.0,0.0,0.0
20191029:2310,0.0,0.0,0.0,0.0
20191030:0010,0.0,0.0,0.0,0.0
20191030:0110,0.0,0.0,0.0,0.0
20191030:0210,0.0,0.0,0.0,0.0
20191030:0310,0.0,0.0,0.0,0.0
20191030:0410,0.0,0.0,0.0,0.0
20191030:0510,0.0,0.0,0.0,0.0
20191030:0610,47.93,61.89,29.16,50.2175
20191030:0710,219.59,304.54,100.23,232.22500000000002
20191030:0810,343.28,475.64,149.31,360.9675
20191030:0910,304.84,343.83,249.96,310.615
20191030:1010,559.31,891.0,422.19,690.875
20191030:1110,506.74,800.56,507.46,653.8299999999999
20191030:1210,392.68,578.09,469.6,504.615
20191030:1310,229.7,258.64,258.31,251.3225
20191030:1410,173.41,283.78,329.65,267.655
20191030:1510,50.81,120.49,196.34,122.0325
20191030:1610,0.0,0.0,0.0,0.0
20191030:1710,0.0,0.0,0.0,0.0
20191030:1810,0.0,0.0,0.0,0.0
20191030:1910,0.0,0.0,0.0,0.0
20191030:2010,0.0,0.0,0.0,0.0
20191030:2110,0.0,0.0,0.0,0.0
20191030:2210,0.0,0.0,0.0,0.0
20191030:2310,0.0,0.0,0.0,0.0
20191031:0010,0.0,0.0,0.0,0.0
20191031:0110,0.0,0.0,0.0,0.0
20191031:0210,0.0,0.0,0.0,0.0
20191031:0310,0.0,0.0,0.0,0.0
20191031:0410,0.0,0.0,0.0,0.0
20191031:0510,0.0,0.0,0.0,0.0
20191031:0610,73.84,117.39,27.34,83.99000000000001
20191031:0710,268.42,412.62,80.19,293.4625
20191031:0810,434.24,681.33,94.19,472.77250000000004
20191031:0910,454.28,664.17,270.63,513.3125
20191031:1010,301.85,321.73,276.39,305.425
20191031:1110,363.81,439.36,355.76,399.5725
20191031:1210,260.83,272.99,263.08,267.47249999999997
20191031:1310,139.06,129.49,133.69,132.9325
20191031:1410,145.35,172.86,189.66,170.1825
20191031:1510,47.85,54.04,65.34,55.317499999999995
20191031:1610,0.0,0.0,0.0,0.0
20191031:1710,0.0,0.0,0.0,0.0
20191031:1810,0.0,0.0,0.0,0.0
20191031:1910,0.0,0.0,0.0,0.0
20191031:2010,0.0,0.0,0.0,0.0
20191031:2110,0.0,0.0,0.0,0.0
20191031:2210,0.0,0.0,0.0,0.0
20191031:2310,0.0,0.0,0.0,0.0
20191101:0010,0.0,0.0,0.0,0.0
20191101:0110,0.0,0.0,0.0,0.0
20191101:0210,0.0,0.0,0.0,0.0
20191101:0310,0.0,0.0,0.0,0.0
20191101:0410,0.0,0.0,0.0,0.0
20191101:0510,0.0,0.0,0.0,0.0
20191101:0610,24.69,25.88,20.05,24.125
20191101:0710,121.1,130.47,92.94,118.745
20191101:0810,197.57,207.5,160.88,193.3625
20191101:0910,171.48,160.38,162.24,163.62
20191101:1010,282.35,292.84,260.76,282.1975
20191101:1110,400.69,532.01,395.53,465.06
20191101:1210,227.1,224.43,223.2,224.79
20191101:1310,82.59,76.22,78.83,78.465
20191101:1410,71.65,66.12,68.38,68.0675
20191101:1510,45.57,49.18,58.03,50.489999999999995
20191101:1610,0.0,0.0,0.0,0.0
20191101:1710,0.0,0.0,0.0,0.0
20191101:1810,0.0,0.0,0.0,0.0
20191101:1910,0.0,0.0,0.0,0.0
20191101:2010,0.0,0.0,0.0,0.0
20191101:2110,0.0,0.0,0.0,0.0
20191101:2210,0.0,0.0,0.0,0.0
20191101:2310,0.0,0.0,0.0,0.0
20191102:0010,0.0,0.0,0.0,0.0
20191102:0110,0.0,0.0,0.0,0.0
20191102:0210,0.0,0.0,0.0,0.0
20191102:0310,0.0,0.0,0.0,0.0
20191102:0410,0.0,0.0,0.0,0.0
20191102:0510,0.0,0.0,0.0,0.0
20191102:0610,22.79,24.28,18.22,22.3925
20191102:0710,45.78,42.24,41.92,43.045
20191102:0810,189.99,198.27,156.26,185.6975
20191102:0910,202.33,195.72,187.25,195.255
20191102:1010,235.48,229.35,221.48,228.915
20191102:1110,259.07,259.22,248.86,256.59250000000003
20191102:1210,128.37,118.46,122.51,121.94999999999999
20191102:1310,211.38,230.54,230.89,225.83749999999998
20191102:1410,103.98,100.53,105.17,102.55250000000001
20191102:1510,17.83,16.53,17.09,16.995
20191102:1610,0.0,0.0,0.0,0.0
20191102:1710,0.0,0.0,0.0,0.0
20191102:1810,0.0,0.0,0.0,0.0
20191102:1910,0.0,0.0,0.0,0.0
20191102:2010,0.0,0.0,0.0,0.0
20191102:2110,0.0,0.0,0.0,0.0
20191102:2210,0.0,0.0,0.0,0.0
20191102:2310,0.0,0.0,0.0,0.0
20191103:0010,0.0,0.0,0.0,0.0
20191103:0110,0.0,0.0,0.0,0.0
20191103:0210,0.0,0.0,0.0,0.0
20191103:0310,0.0,0.0,0.0,0.0
20191103:0410,0.0,0.0,0.0,0.0
20191103:0510,0.0,0.0,0.0,0.0
20191103:0610,61.98,100.48,23.69,71.6575
20191103:0710,73.26,69.13,65.61,69.2825
20191103:0810,189.06,197.85,155.1,184.96499999999997
20191103:0910,76.62,70.71,73.13,72.79249999999999
20191103:1010,132.35,122.13,126.31,125.72999999999999
20191103:1110,125.38,115.7,119.66,119.11
20191103:1210,44.78,41.32,42.74,42.540000000000006
20191103:1310,89.56,82.65,85.47,85.08250000000001
20191103:1410,114.31,115.05,121.4,116.4525
20191103:1510,17.83,16.53,17.09,16.995
20191103:1610,0.0,0.0,0.0,0.0
20191103:1710,0.0,0.0,0.0,0.0
20191103:1810,0.0,0.0,0.0,0.0
20191103:1910,0.0,0.0,0.0,0.0
20191103:2010,0.0,0.0,0.0,0.0
20191103:2110,0.0,0.0,0.0,0.0
20191103:2210,0.0,0.0,0.0,0.0
20191103:2310,0.0,0.0,0.0,0.0
20191104:0010,0.0,0.0,0.0,0.0
20191104:0110,0.0,0.0,0.0,0.0
20191104:0210,0.0,0.0,0.0,0.0
20191104:0310,0.0,0.0,0.0,0.0
20191104:0410,0.0,0.0,0.0,0.0
20191104:0510,0.0,0.0,0.0,0.0
20191104:0610,55.01,88.79,21.87,63.615
20191104:0710,278.71,455.92,67.43,314.495
20191104:0810,180.81,185.33,152.69,176.04000000000002
20191104:0910,94.54,87.24,90.22,89.81
20191104:1010,113.44,104.68,108.27,107.7675
20191104:1110,426.88,610.5,424.39,518.0675
20191104:1210,228.9,228.03,225.64,227.64999999999998
20191104:1310,319.67,631.25,578.99,540.29
20191104:1410,168.23,428.5,511.63,384.21500000000003
20191104:1510,49.53,108.02,174.41,109.995
20191104:1610,0.0,0.0,0.0,0.0
20191104:1710,0.0,0.0,0.0,0.0
20191104:1810,0.0,0.0,0.0,0.0
20191104:1910,0.0,0.0,0.0,0.0
20191104:2010,0.0,0.0,0.0,0.0
20191104:2110,0.0,0.0,0.0,0.0
20191104:2210,0.0,0.0,0.0,0.0
20191104:2310,0.0,0.0,0.0,0.0
20191105:0010,0.0,0.0,0.0,0.0
20191105:0110,0.0,0.0,0.0,0.0
20191105:0210,0.0,0.0,0.0,0.0
20191105:0310,0.0,0.0,0.0,0.0
20191105:0410,0.0,0.0,0.0,0.0
20191105:0510,0.0,0.0,0.0,0.0
20191105:0610,29.56,39.18,18.22,31.535
20191105:0710,21.89,20.2,20.05,20.585
20191105:0810,209.29,234.0,156.18,208.3675
20191105:0910,108.47,100.09,103.52,103.0425
20191105:1010,280.61,296.62,257.91,282.94
20191105:1110,290.15,312.85,280.52,299.0925
20191105:1210,195.21,187.21,189.3,189.73250000000002
20191105:1310,227.64,278.18,272.15,264.0375
20191105:1410,96.48,92.26,96.18,94.29500000000002
20191105:1510,32.69,32.83,36.43,33.695
20191105:1610,0.0,0.0,0.0,0.0
20191105:1710,0.0,0.0,0.0,0.0
20191105:1810,0.0,0.0,0.0,0.0
20191105:1910,0.0,0.0,0.0,0.0
20191105:2010,0.0,0.0,0.0,0.0
20191105:2110,0.0,0.0,0.0,0.0
20191105:2210,0.0,0.0,0.0,0.0
20191105:2310,0.0,0.0,0.0,0.0
20191106:0010,0.0,0.0,0.0,0.0
20191106:0110,0.0,0.0,0.0,0.0
20191106:0210,0.0,0.0,0.0,0.0
20191106:0310,0.0,0.0,0.0,0.0
20191106:0410,0.0,0.0,0.0,0.0
20191106:0510,0.0,0.0,0.0,0.0
20191106:0610,24.61,31.12,16.4,25.8125
20191106:0710,187.39,267.66,89.3,203.0025
20191106:0810,281.9,376.79,145.38,295.21500000000003
20191106:0910,260.8,283.13,222.29,262.3375
20191106:1010,259.03,263.84,240.71,256.855
20191106:1110,247.19,246.9,237.38,244.5925
20191106:1210,208.7,203.51,203.79,204.8775
20191106:1310,130.09,121.33,125.18,124.4825
20191106:1410,56.72,52.34,54.13,53.8825
20191106:1510,45.57,77.85,115.55,79.205
20191106:1610,0.0,0.0,0.0,0.0
20191106:1710,0.0,0.0,0.0,0.0
20191106:1810,0.0,0.0,0.0,0.0
20191106:1910,0.0,0.0,0.0,0.0
20191106:2010,0.0,0.0,0.0,0.0
20191106:2110,0.0,0.0,0.0,0.0
20191106:2210,0.0,0.0,0.0,0.0
20191106:2310,0.0,0.0,0.0,0.0
20191107:0010,0.0,0.0,0.0,0.0
20191107:0110,0.0,0.0,0.0,0.0
20191107:0210,0.0,0.0,0.0,0.0
20191107:0310,0.0,0.0,0.0,0.0
20191107:0410,0.0,0.0,0.0,0.0
20191107:0510,0.0,0.0,0.0,0.0
20191107:0610,68.07,126.76,17.31,84.725
20191107:0710,281.48,480.33,58.32,325.115
20191107:0810,418.94,691.66,69.54,467.95
20191107:0910,527.66,883.75,242.12,634.3199999999999
20191107:1010,557.54,947.48,408.0,715.125
20191107:1110,530.09,932.49,533.37,732.11
20191107:1210,449.67,846.71,607.97,687.7650000000001
20191107:1310,316.86,666.01,600.99,562.4675
20191107:1410,158.79,430.94,508.75,382.355
20191107:1510,35.66,166.99,301.64,167.82
20191107:1610,0.0,0.0,0.0,0.0
20191107:1710,0.0,0.0,0.0,0.0
20191107:1810,0.0,0.0,0.0,0.0
20191107:1910,0.0,0.0,0.0,0.0
20191107:2010,0.0,0.0,0.0,0.0
20191107:2110,0.0,0.0,0.0,0.0
20191107:2210,0.0,0.0,0.0,0.0
20191107:2310,0.0,0.0,0.0,0.0
20191108:0010,0.0,0.0,0.0,0.0
20191108:0110,0.0,0.0,0.0,0.0
20191108:0210,0.0,0.0,0.0,0.0
20191108:0310,0.0,0.0,0.0,0.0
20191108:0410,0.0,0.0,0.0,0.0
20191108:0510,0.0,0.0,0.0,0.0
20191108:0610,2.99,2.75,2.73,2.805
20191108:0710,65.35,62.03,58.32,61.9325
20191108:0810,44.78,41.32,42.74,42.540000000000006
20191108:0910,39.8,36.73,37.99,37.8125
20191108:1010,94.54,87.24,90.22,89.81
20191108:1110,70.65,65.2,67.43,67.12
20191108:1210,94.54,87.24,90.22,89.81
20191108:1310,166.6,166.29,168.92,167.02499999999998
20191108:1410,119.07,133.28,142.63,132.065
20191108:1510,40.62,109.86,182.7,110.75999999999999
20191108:1610,0.0,0.0,0.0,0.0
20191108:1710,0.0,0.0,0.0,0.0
20191108:1810,0.0,0.0,0.0,0.0
20191108:1910,0.0,0.0,0.0,0.0
20191108:2010,0.0,0.0,0.0,0.0
20191108:2110,0.0,0.0,0.0,0.0
20191108:2210,0.0,0.0,0.0,0.0
20191108:2310,0.0,0.0,0.0,0.0
20191109:0010,0.0,0.0,0.0,0.0
20191109:0110,0.0,0.0,0.0,0.0
20191109:0210,0.0,0.0,0.0,0.0
20191109:0310,0.0,0.0,0.0,0.0
20191109:0410,0.0,0.0,0.0,0.0
20191109:0510,0.0,0.0,0.0,0.0
20191109:0610,1.99,1.84,1.82,1.8725
20191109:0710,80.73,80.02,69.25,77.505
20191109:0810,54.73,50.51,52.23,51.995
20191109:0910,328.41,423.5,239.11,353.63
20191109:1010,418.3,604.38,342.12,492.295
20191109:1110,288.06,315.92,278.81,299.6775
20191109:1210,176.71,166.74,170.17,170.09
20191109:1310,60.7,56.02,57.93,57.667500000000004
20191109:1410,20.9,19.28,19.94,19.85
20191109:1510,41.61,83.68,129.24,84.55250000000001
20191109:1610,0.0,0.0,0.0,0.0
20191109:1710,0.0,0.0,0.0,0.0
20191109:1810,0.0,0.0,0.0,0.0
20191109:1910,0.0,0.0,0.0,0.0
20191109:2010,0.0,0.0,0.0,0.0
20191109:2110,0.0,0.0,0.0,0.0
20191109:2210,0.0,0.0,0.0,0.0
20191109:2310,0.0,0.0,0.0,0.0
20191110:0010,0.0,0.0,0.0,0.0
20191110:0110,0.0,0.0,0.0,0.0
20191110:0210,0.0,0.0,0.0,0.0
20191110:0310,0.0,0.0,0.0,0.0
20191110:0410,0.0,0.0,0.0,0.0
20191110:0510,0.0,0.0,0.0,0.0
20191110:0610,15.04,19.45,10.02,15.989999999999998
20191110:0710,168.53,242.76,83.83,184.47
20191110:0810,340.21,528.61,100.48,374.4775
20191110:0910,258.44,286.18,217.4,262.05
20191110:1010,359.0,461.12,309.36,397.65
20191110:1110,340.95,427.24,334.06,382.3725
20191110:1210,85.58,78.97,81.67,81.2975
20191110:1310,232.53,315.19,300.41,290.83000000000004
20191110:1410,146.96,389.29,451.3,344.21000000000004
20191110:1510,39.63,80.06,123.22,80.7425
20191110:1610,0.0,0.0,0.0,0.0
20191110:1710,0.0,0.0,0.0,0.0
20191110:1810,0.0,0.0,0.0,0.0
20191110:1910,0.0,0.0,0.0,0.0
20191110:2010,0.0,0.0,0.0,0.0
20191110:2110,0.0,0.0,0.0,0.0
20191110:2210,0.0,0.0,0.0,0.0
20191110:2310,0.0,0.0,0.0,0.0
20191111:0010,0.0,0.0,0.0,0.0
20191111:0110,0.0,0.0,0.0,0.0
20191111:0210,0.0,0.0,0.0,0.0
20191111:0310,0.0,0.0,0.0,0.0
20191111:0410,0.0,0.0,0.0,0.0
20191111:0510,0.0,0.0,0.0,0.0
20191111:0610,7.96,7.35,7.29,7.4875
20191111:0710,47.77,44.08,43.74,44.917500000000004
20191111:0810,42.79,39.49,40.84,40.6525
20191111:0910,119.41,110.19,113.96,113.4375
20191111:1010,69.66,64.28,66.48,66.175
20191111:1110,45.78,42.24,43.69,43.4875
20191111:1210,124.39,114.79,118.71,118.17
20191111:1310,88.56,81.73,84.52,84.13499999999999
20191111:1410,0.0,0.0,0.0,0.0
20191111:1510,30.71,26.68,28.25,28.08
20191111:1610,0.0,0.0,0.0,0.0
20191111:1710,0.0,0.0,0.0,0.0
20191111:1810,0.0,0.0,0.0,0.0
20191111:1910,0.0,0.0,0.0,0.0
20191111:2010,0.0,0.0,0.0,0.0
20191111:2110,0.0,0.0,0.0,0.0
20191111:2210,0.0,0.0,0.0,0.0
20191111:2310,0.0,0.0,0.0,0.0
20191112:0010,0.0,0.0,0.0,0.0
20191112:0110,0.0,0.0,0.0,0.0
20191112:0210,0.0,0.0,0.0,0.0
20191112:0310,0.0,0.0,0.0,0.0
20191112:0410,0.0,0.0,0.0,0.0
20191112:0510,0.0,0.0,0.0,0.0
20191112:0610,0.0,0.0,0.0,0.0
20191112:0710,72.14,70.5,62.87,69.0025
20191112:0810,143.81,143.03,123.02,138.2225
20191112:0910,50.75,46.83,48.43,48.21
20191112:1010,118.42,109.28,113.01,112.4975
20191112:1110,134.34,123.97,128.21,127.6225
20191112:1210,100.51,92.75,95.92,95.4825
20191112:1310,87.57,80.81,83.57,83.19
20191112:1410,19.9,18.37,18.99,18.9075
20191112:1510,26.75,23.23,24.6,24.4525
20191112:1610,0.0,0.0,0.0,0.0
20191112:1710,0.0,0.0,0.0,0.0
20191112:1810,0.0,0.0,0.0,0.0
20191112:1910,0.0,0.0,0.0,0.0
20191112:2010,0.0,0.0,0.0,0.0
20191112:2110,0.0,0.0,0.0,0.0
20191112:2210,0.0,0.0,0.0,0.0
20191112:2310,0.0,0.0,0.0,0.0
20191113:0010,0.0,0.0,0.0,0.0
20191113:0110,0.0,0.0,0.0,0.0
20191113:0210,0.0,0.0,0.0,0.0
20191113:0310,0.0,0.0,0.0,0.0
20191113:0410,0.0,0.0,0.0,0.0
20191113:0510,0.0,0.0,0.0,0.0
20191113:0610,0.0,0.0,0.0,0.0
20191113:0710,200.63,330.44,70.16,232.9175
20191113:0810,350.12,573.24,108.44,401.26
20191113:0910,187.55,183.62,172.55,181.835
20191113:1010,170.23,158.28,162.14,162.23250000000002
20191113:1110,174.11,161.87,166.25,166.025
20191113:1210,188.2,181.55,182.79,183.5225
20191113:1310,117.42,108.36,112.06,111.55000000000001
20191113:1410,138.36,350.88,399.46,309.895
20191113:1510,22.79,19.79,20.96,20.8325
20191113:1610,0.0,0.0,0.0,0.0
20191113:1710,0.0,0.0,0.0,0.0
20191113:1810,0.0,0.0,0.0,0.0
20191113:1910,0.0,0.0,0.0,0.0
20191113:2010,0.0,0.0,0.0,0.0
20191113:2110,0.0,0.0,0.0,0.0
20191113:2210,0.0,0.0,0.0,0.0
20191113:2310,0.0,0.0,0.0,0.0
20191114:0010,0.0,0.0,0.0,0.0
20191114:0110,0.0,0.0,0.0,0.0
20191114:0210,0.0,0.0,0.0,0.0
20191114:0310,0.0,0.0,0.0,0.0
20191114:0410,0.0,0.0,0.0,0.0
20191114:0510,0.0,0.0,0.0,0.0
20191114:0610,0.0,0.0,0.0,0.0
20191114:0710,73.98,74.54,62.87,71.4825
20191114:0810,198.62,235.65,140.33,202.5625
20191114:0910,134.34,123.97,128.21,127.6225
20191114:1010,130.36,120.3,124.41,123.8425
20191114:1110,161.17,149.93,153.9,153.73250000000002
20191114:1210,139.32,128.56,132.96,132.35
20191114:1310,144.81,141.1,143.88,142.7225
20191114:1410,104.1,114.01,120.65,113.1925
20191114:1510,31.7,27.54,29.16,28.985
20191114:1610,0.0,0.0,0.0,0.0
20191114:1710,0.0,0.0,0.0,0.0
20191114:1810,0.0,0.0,0.0,0.0
20191114:1910,0.0,0.0,0.0,0.0
20191114:2010,0.0,0.0,0.0,0.0
20191114:2110,0.0,0.0,0.0,0.0
20191114:2210,0.0,0.0,0.0,0.0
20191114:2310,0.0,0.0,0.0,0.0
20191115:0010,0.0,0.0,0.0,0.0
20191115:0110,0.0,0.0,0.0,0.0
20191115:0210,0.0,0.0,0.0,0.0
20191115:0310,0.0,0.0,0.0,0.0
20191115:0410,0.0,0.0,0.0,0.0
20191115:0510,0.0,0.0,0.0,0.0
20191115:0610,0.0,0.0,0.0,0.0
20191115:0710,147.2,216.52,74.72,163.74
20191115:0810,147.66,150.35,123.93,143.0725
20191115:0910,160.76,152.3,151.01,154.0925
20191115:1010,290.07,334.88,259.82,304.9125
20191115:1110,254.77,269.62,245.6,259.90250000000003
20191115:1210,353.54,596.55,444.71,497.8375
20191115:1310,172.25,184.02,183.33,180.90500000000003
20191115:1410,93.57,96.3,101.04,96.80250000000001
20191115:1510,11.89,10.33,10.93,10.870000000000001
20191115:1610,0.0,0.0,0.0,0.0
20191115:1710,0.0,0.0,0.0,0.0
20191115:1810,0.0,0.0,0.0,0.0
