time,G(i)_East,G(i)_South,G(i)_West,Tot_Production [W/m2]
20191115:1910,0.0,0.0,0.0,0.0
20191115:2010,0.0,0.0,0.0,0.0
20191115:2110,0.0,0.0,0.0,0.0
20191115:2210,0.0,0.0,0.0,0.0
20191115:2310,0.0,0.0,0.0,0.0
20191116:0010,0.0,0.0,0.0,0.0
20191116:0110,0.0,0.0,0.0,0.0
20191116:0210,0.0,0.0,0.0,0.0
20191116:0310,0.0,0.0,0.0,0.0
20191116:0410,0.0,0.0,0.0,0.0
20191116:0510,0.0,0.0,0.0,0.0
20191116:0610,0.0,0.0,0.0,0.0
20191116:0710,88.22,99.45,67.43,88.6375
20191116:0810,40.8,37.65,37.36,38.364999999999995
20191116:0910,71.65,66.12,68.38,68.0675
20191116:1010,112.45,103.77,107.32,106.82749999999999
20191116:1110,72.64,67.03,69.33,69.0075
20191116:1210,77.62,71.63,74.08,73.74
20191116:1310,122.11,114.17,117.65,117.025
20191116:1410,123.35,208.67,228.68,192.34249999999997
20191116:1510,31.7,27.54,29.16,28.985
20191116:1610,0.0,0.0,0.0,0.0
20191116:1710,0.0,0.0,0.0,0.0
20191116:1810,0.0,0.0,0.0,0.0
20191116:1910,0.0,0.0,0.0,0.0
20191116:2010,0.0,0.0,0.0,0.0
20191116:2110,0.0,0.0,0.0,0.0
20191116:2210,0.0,0.0,0.0,0.0
20191116:2310,0.0,0.0,0.0,0.0
20191117:0010,0.0,0.0,0.0,0.0
20191117:0110,0.0,0.0,0.0,0.0
20191117:0210,0.0,0.0,0.0,0.0
20191117:0310,0.0,0.0,0.0,0.0
20191117:0410,0.0,0.0,0.0,0.0
20191117:0510,0.0,0.0,0.0,0.0
20191117:0610,0.0,0.0,0.0,0.0
20191117:0710,19.9,18.37,18.22,18.715
20191117:0810,66.67,61.53,61.05,62.695
20191117:0910,45.78,42.24,43.69,43.4875
20191117:1010,60.7,56.02,57.93,57.667500000000004
20191117:1110,173.08,162.24,165.34,165.72500000000002
20191117:1210,343.8,580.7,431.25,484.1125
20191117:1310,232.12,373.35,340.2,329.755
20191117:1410,43.78,40.4,41.79,41.5925
20191117:1510,28.73,24.95,26.43,26.265
20191117:1610,0.0,0.0,0.0,0.0
20191117:1710,0.0,0.0,0.0,0.0
20191117:1810,0.0,0.0,0.0,0.0
20191117:1910,0.0,0.0,0.0,0.0
20191117:2010,0.0,0.0,0.0,0.0
20191117:2110,0.0,0.0,0.0,0.0
20191117:2210,0.0,0.0,0.0,0.0
20191117:2310,0.0,0.0,0.0,0.0
20191118:0010,0.0,0.0,0.0,0.0
20191118:0110,0.0,0.0,0.0,0.0
20191118:0210,0.0,0.0,0.0,0.0
20191118:0310,0.0,0.0,0.0,0.0
20191118:0410,0.0,0.0,0.0,0.0
20191118:0510,0.0,0.0,0.0,0.0
20191118:0610,0.0,0.0,0.0,0.0
20191118:0710,103.7,131.86,69.25,109.1675
20191118:0810,267.09,399.89,127.57,298.61
20191118:0910,277.19,347.1,210.13,295.38
20191118:1010,191.4,183.18,180.98,184.685
20191118:1110,253.72,272.61,244.73,260.9175
20191118:1210,389.09,767.79,528.77,613.3599999999999
20191118:1310,265.16,580.23,502.08,481.925
20191118:1410,121.86,217.21,237.17,198.3625
20191118:1510,29.72,25.81,27.34,27.17
20191118:1610,0.0,0.0,0.0,0.0
20191118:1710,0.0,0.0,0.0,0.0
20191118:1810,0.0,0.0,0.0,0.0
20191118:1910,0.0,0.0,0.0,0.0
20191118:2010,0.0,0.0,0.0,0.0
20191118:2110,0.0,0.0,0.0,0.0
20191118:2210,0.0,0.0,0.0,0.0
20191118:2310,0.0,0.0,0.0,0.0
20191119:0010,0.0,0.0,0.0,0.0
20191119:0110,0.0,0.0,0.0,0.0
20191119:0210,0.0,0.0,0.0,0.0
20191119:0310,0.0,0.0,0.0,0.0
20191119:0410,0.0,0.0,0.0,0.0
20191119:0510,0.0,0.0,0.0,0.0
20191119:0610,0.0,0.0,0.0,0.0
20191119:0710,34.83,32.14,31.89,32.75
20191119:0810,55.73,51.42,51.03,52.4
20191119:0910,89.56,82.65,85.47,85.08250000000001
20191119:1010,76.62,70.71,73.13,72.79249999999999
20191119:1110,106.48,98.26,101.62,101.155
20191119:1210,140.17,130.68,134.29,133.95499999999998
20191119:1310,38.81,35.81,37.04,36.8675
20191119:1410,113.81,169.4,182.39,158.75
20191119:1510,19.81,17.21,18.22,18.1125
20191119:1610,0.0,0.0,0.0,0.0
20191119:1710,0.0,0.0,0.0,0.0
20191119:1810,0.0,0.0,0.0,0.0
20191119:1910,0.0,0.0,0.0,0.0
20191119:2010,0.0,0.0,0.0,0.0
20191119:2110,0.0,0.0,0.0,0.0
20191119:2210,0.0,0.0,0.0,0.0
20191119:2310,0.0,0.0,0.0,0.0
20191120:0010,0.0,0.0,0.0,0.0
20191120:0110,0.0,0.0,0.0,0.0
20191120:0210,0.0,0.0,0.0,0.0
20191120:0310,0.0,0.0,0.0,0.0
20191120:0410,0.0,0.0,0.0,0.0
20191120:0510,0.0,0.0,0.0,0.0
20191120:0610,0.0,0.0,0.0,0.0
20191120:0710,76.0,84.95,59.23,76.2825
20191120:0810,173.96,202.2,128.48,176.70999999999998
20191120:0910,277.25,355.21,205.65,298.33
20191120:1010,185.44,177.79,175.25,179.0675
20191120:1110,91.55,84.48,87.37,86.97
20191120:1210,70.65,65.2,67.43,67.12
20191120:1310,220.34,343.89,313.07,305.2975
20191120:1410,117.67,212.06,230.11,192.97500000000002
20191120:1510,21.79,18.93,20.05,19.925
20191120:1610,0.0,0.0,0.0,0.0
20191120:1710,0.0,0.0,0.0,0.0
20191120:1810,0.0,0.0,0.0,0.0
20191120:1910,0.0,0.0,0.0,0.0
20191120:2010,0.0,0.0,0.0,0.0
20191120:2110,0.0,0.0,0.0,0.0
20191120:2210,0.0,0.0,0.0,0.0
20191120:2310,0.0,0.0,0.0,0.0
20191121:0010,0.0,0.0,0.0,0.0
20191121:0110,0.0,0.0,0.0,0.0
20191121:0210,0.0,0.0,0.0,0.0
20191121:0310,0.0,0.0,0.0,0.0
20191121:0410,0.0,0.0,0.0,0.0
20191121:0510,0.0,0.0,0.0,0.0
20191121:0610,0.0,0.0,0.0,0.0
20191121:0710,80.97,95.16,60.14,82.8575
20191121:0810,271.07,426.11,117.55,310.21000000000004
20191121:0910,231.89,265.41,190.85,238.39000000000001
20191121:1010,90.56,83.56,86.42,86.025
20191121:1110,224.32,229.29,215.47,224.59249999999997
20191121:1210,175.24,170.29,170.51,171.58249999999998
20191121:1310,100.51,92.75,95.92,95.4825
20191121:1410,93.44,104.05,109.34,102.72
20191121:1510,18.82,16.35,17.31,17.2075
20191121:1610,0.0,0.0,0.0,0.0
20191121:1710,0.0,0.0,0.0,0.0
20191121:1810,0.0,0.0,0.0,0.0
20191121:1910,0.0,0.0,0.0,0.0
20191121:2010,0.0,0.0,0.0,0.0
20191121:2110,0.0,0.0,0.0,0.0
20191121:2210,0.0,0.0,0.0,0.0
20191121:2310,0.0,0.0,0.0,0.0
20191122:0010,0.0,0.0,0.0,0.0
20191122:0110,0.0,0.0,0.0,0.0
20191122:0210,0.0,0.0,0.0,0.0
20191122:0310,0.0,0.0,0.0,0.0
20191122:0410,0.0,0.0,0.0,0.0
20191122:0510,0.0,0.0,0.0,0.0
20191122:0610,0.0,0.0,0.0,0.0
20191122:0710,102.8,140.28,63.79,111.7875
20191122:0810,265.75,415.98,118.46,304.0425
20191122:0910,268.53,341.87,200.7,288.2425
20191122:1010,402.56,648.05,312.18,502.71
20191122:1110,258.47,288.83,249.79,271.48
20191122:1210,149.12,139.01,142.84,142.495
20191122:1310,103.49,95.5,98.77,98.315
20191122:1410,43.78,40.4,41.79,41.5925
20191122:1510,25.76,22.37,23.69,23.5475
20191122:1610,0.0,0.0,0.0,0.0
20191122:1710,0.0,0.0,0.0,0.0
20191122:1810,0.0,0.0,0.0,0.0
20191122:1910,0.0,0.0,0.0,0.0
20191122:2010,0.0,0.0,0.0,0.0
20191122:2110,0.0,0.0,0.0,0.0
20191122:2210,0.0,0.0,0.0,0.0
20191122:2310,0.0,0.0,0.0,0.0
20191123:0010,0.0,0.0,0.0,0.0
20191123:0110,0.0,0.0,0.0,0.0
20191123:0210,0.0,0.0,0.0,0.0
20191123:0310,0.0,0.0,0.0,0.0
20191123:0410,0.0,0.0,0.0,0.0
20191123:0510,0.0,0.0,0.0,0.0
20191123:0610,0.0,0.0,0.0,0.0
20191123:0710,45.78,42.24,41.92,43.045
20191123:0810,172.59,208.2,123.02,178.0025
20191123:0910,328.57,494.76,199.74,379.4575
20191123:1010,257.66,292.92,231.87,268.84250000000003
20191123:1110,159.18,148.23,151.99,151.9075
20191123:1210,277.99,390.1,315.54,343.4325
20191123:1310,159.43,172.92,170.66,168.98250000000002
20191123:1410,48.76,45.0,46.54,46.325
20191123:1510,22.79,19.79,20.96,20.8325
20191123:1610,0.0,0.0,0.0,0.0
20191123:1710,0.0,0.0,0.0,0.0
20191123:1810,0.0,0.0,0.0,0.0
20191123:1910,0.0,0.0,0.0,0.0
20191123:2010,0.0,0.0,0.0,0.0
20191123:2110,0.0,0.0,0.0,0.0
20191123:2210,0.0,0.0,0.0,0.0
20191123:2310,0.0,0.0,0.0,0.0
20191124:0010,0.0,0.0,0.0,0.0
20191124:0110,0.0,0.0,0.0,0.0
20191124:0210,0.0,0.0,0.0,0.0
20191124:0310,0.0,0.0,0.0,0.0
20191124:0410,0.0,0.0,0.0,0.0
20191124:0510,0.0,0.0,0.0,0.0
20191124:0610,0.0,0.0,0.0,0.0
20191124:0710,48.69,47.54,42.83,46.65
20191124:0810,107.69,104.57,94.77,102.89999999999999
20191124:0910,132.55,123.75,125.64,126.4225
20191124:1010,207.96,210.43,193.71,205.6325
20191124:1110,162.14,152.32,154.88,155.415
20191124:1210,136.19,127.08,130.49,130.21
20191124:1310,104.49,96.42,99.72,99.26249999999999
20191124:1410,71.03,67.76,70.25,69.2
20191124:1510,13.87,12.05,12.76,12.682500000000001
20191124:1610,0.0,0.0,0.0,0.0
20191124:1710,0.0,0.0,0.0,0.0
20191124:1810,0.0,0.0,0.0,0.0
20191124:1910,0.0,0.0,0.0,0.0
20191124:2010,0.0,0.0,0.0,0.0
20191124:2110,0.0,0.0,0.0,0.0
20191124:2210,0.0,0.0,0.0,0.0
20191124:2310,0.0,0.0,0.0,0.0
20191125:0010,0.0,0.0,0.0,0.0
20191125:0110,0.0,0.0,0.0,0.0
20191125:0210,0.0,0.0,0.0,0.0
20191125:0310,0.0,0.0,0.0,0.0
20191125:0410,0.0,0.0,0.0,0.0
20191125:0510,0.0,0.0,0.0,0.0
20191125:0610,0.0,0.0,0.0,0.0
20191125:0710,53.67,54.96,45.56,52.2875
20191125:0810,121.92,123.3,103.88,118.1
20191125:0910,70.65,65.2,67.43,67.12
20191125:1010,306.01,404.26,260.92,343.8625
20191125:1110,233.98,252.36,225.36,241.01500000000001
20191125:1210,213.22,233.83,217.22,224.525
20191125:1310,100.51,92.75,95.92,95.4825
20191125:1410,69.03,65.94,68.36,67.3175
20191125:1510,22.79,19.79,20.96,20.8325
20191125:1610,0.0,0.0,0.0,0.0
20191125:1710,0.0,0.0,0.0,0.0
20191125:1810,0.0,0.0,0.0,0.0
20191125:1910,0.0,0.0,0.0,0.0
20191125:2010,0.0,0.0,0.0,0.0
20191125:2110,0.0,0.0,0.0,0.0
20191125:2210,0.0,0.0,0.0,0.0
20191125:2310,0.0,0.0,0.0,0.0
20191126:0010,0.0,0.0,0.0,0.0
20191126:0110,0.0,0.0,0.0,0.0
20191126:0210,0.0,0.0,0.0,0.0
20191126:0310,0.0,0.0,0.0,0.0
20191126:0410,0.0,0.0,0.0,0.0
20191126:0510,0.0,0.0,0.0,0.0
20191126:0610,0.0,0.0,0.0,0.0
20191126:0710,158.85,294.84,50.12,199.6625
20191126:0810,339.84,635.79,65.61,419.2575
20191126:0910,428.38,784.76,170.44,542.085
20191126:1010,471.28,880.27,326.31,639.5325
20191126:1110,450.84,878.8,449.12,664.39
20191126:1210,377.11,799.86,523.11,624.985
20191126:1310,253.21,623.04,516.2,503.8725
20191126:1410,110.6,310.41,334.11,266.38250000000005
20191126:1510,21.79,18.93,20.05,19.925
20191126:1610,0.0,0.0,0.0,0.0
20191126:1710,0.0,0.0,0.0,0.0
20191126:1810,0.0,0.0,0.0,0.0
20191126:1910,0.0,0.0,0.0,0.0
20191126:2010,0.0,0.0,0.0,0.0
20191126:2110,0.0,0.0,0.0,0.0
20191126:2210,0.0,0.0,0.0,0.0
20191126:2310,0.0,0.0,0.0,0.0
20191127:0010,0.0,0.0,0.0,0.0
20191127:0110,0.0,0.0,0.0,0.0
20191127:0210,0.0,0.0,0.0,0.0
20191127:0310,0.0,0.0,0.0,0.0
20191127:0410,0.0,0.0,0.0,0.0
20191127:0510,0.0,0.0,0.0,0.0
20191127:0610,0.0,0.0,0.0,0.0
20191127:0710,93.57,134.54,55.58,104.55749999999999
20191127:0810,63.69,58.77,58.32,59.8875
20191127:0910,176.7,181.87,157.52,174.49
20191127:1010,192.76,190.93,180.57,188.7975
20191127:1110,288.26,368.82,280.63,326.6325
20191127:1210,84.58,78.05,80.72,80.35
20191127:1310,62.69,57.85,59.83,59.555
20191127:1410,74.35,73.28,76.05,74.24
20191127:1510,20.8,18.07,19.14,19.02
20191127:1610,0.0,0.0,0.0,0.0
20191127:1710,0.0,0.0,0.0,0.0
20191127:1810,0.0,0.0,0.0,0.0
20191127:1910,0.0,0.0,0.0,0.0
20191127:2010,0.0,0.0,0.0,0.0
20191127:2110,0.0,0.0,0.0,0.0
20191127:2210,0.0,0.0,0.0,0.0
20191127:2310,0.0,0.0,0.0,0.0
20191128:0010,0.0,0.0,0.0,0.0
20191128:0110,0.0,0.0,0.0,0.0
20191128:0210,0.0,0.0,0.0,0.0
20191128:0310,0.0,0.0,0.0,0.0
20191128:0410,0.0,0.0,0.0,0.0
20191128:0510,0.0,0.0,0.0,0.0
20191128:0610,0.0,0.0,0.0,0.0
20191128:0710,19.9,18.37,18.22,18.715
20191128:0810,88.98,83.89,80.19,84.23750000000001
20191128:0910,118.42,109.28,113.01,112.4975
20191128:1010,84.58,78.05,80.72,80.35
20191128:1110,45.78,42.24,43.69,43.4875
20191128:1210,140.17,130.81,134.3,134.0225
20191128:1310,76.62,70.71,73.13,72.79249999999999
20191128:1410,59.71,55.1,56.98,56.7225
20191128:1510,19.81,17.21,18.22,18.1125
20191128:1610,0.0,0.0,0.0,0.0
20191128:1710,0.0,0.0,0.0,0.0
20191128:1810,0.0,0.0,0.0,0.0
20191128:1910,0.0,0.0,0.0,0.0
20191128:2010,0.0,0.0,0.0,0.0
20191128:2110,0.0,0.0,0.0,0.0
20191128:2210,0.0,0.0,0.0,0.0
20191128:2310,0.0,0.0,0.0,0.0
20191129:0010,0.0,0.0,0.0,0.0
20191129:0110,0.0,0.0,0.0,0.0
20191129:0210,0.0,0.0,0.0,0.0
20191129:0310,0.0,0.0,0.0,0.0
20191129:0410,0.0,0.0,0.0,0.0
20191129:0510,0.0,0.0,0.0,0.0
20191129:0610,0.0,0.0,0.0,0.0
20191129:0710,81.89,113.36,51.94,90.13749999999999
20191129:0810,178.15,233.66,116.64,190.5275
20191129:0910,151.32,147.45,139.78,146.5
20191129:1010,120.41,111.11,114.91,114.38499999999999
20191129:1110,54.73,50.51,52.23,51.995
20191129:1210,198.39,210.05,199.01,204.375
20191129:1310,116.8,111.25,113.87,113.2925
20191129:1410,26.87,24.79,25.64,25.5225
20191129:1510,16.84,14.63,15.49,15.3975
20191129:1610,0.0,0.0,0.0,0.0
20191129:1710,0.0,0.0,0.0,0.0
20191129:1810,0.0,0.0,0.0,0.0
20191129:1910,0.0,0.0,0.0,0.0
20191129:2010,0.0,0.0,0.0,0.0
20191129:2110,0.0,0.0,0.0,0.0
20191129:2210,0.0,0.0,0.0,0.0
20191129:2310,0.0,0.0,0.0,0.0
20191130:0010,0.0,0.0,0.0,0.0
20191130:0110,0.0,0.0,0.0,0.0
20191130:0210,0.0,0.0,0.0,0.0
20191130:0310,0.0,0.0,0.0,0.0
20191130:0410,0.0,0.0,0.0,0.0
20191130:0510,0.0,0.0,0.0,0.0
20191130:0610,0.0,0.0,0.0,0.0
20191130:0710,169.99,343.81,40.09,224.425
20191130:0810,330.4,631.04,64.7,414.29499999999996
20191130:0910,420.2,782.55,160.19,536.3725
20191130:1010,458.61,863.15,315.28,625.0475
20191130:1110,441.1,865.7,437.07,652.3925
20191130:1210,370.51,795.95,512.54,618.7375
20191130:1310,249.77,632.44,514.76,507.3525
20191130:1410,103.63,395.82,420.98,329.0625
20191130:1510,19.81,17.21,18.22,18.1125
20191130:1610,0.0,0.0,0.0,0.0
20191130:1710,0.0,0.0,0.0,0.0
20191130:1810,0.0,0.0,0.0,0.0
20191130:1910,0.0,0.0,0.0,0.0
20191130:2010,0.0,0.0,0.0,0.0
20191130:2110,0.0,0.0,0.0,0.0
20191130:2210,0.0,0.0,0.0,0.0
20191130:2310,0.0,0.0,0.0,0.0
20191201:0010,0.0,0.0,0.0,0.0
20191201:0110,0.0,0.0,0.0,0.0
20191201:0210,0.0,0.0,0.0,0.0
20191201:0310,0.0,0.0,0.0,0.0
20191201:0410,0.0,0.0,0.0,0.0
20191201:0510,0.0,0.0,0.0,0.0
20191201:0610,0.0,0.0,0.0,0.0
20191201:0710,164.23,333.74,39.18,217.7225
20191201:0810,320.19,612.23,64.7,402.3375
20191201:0910,415.38,778.81,154.88,531.97
20191201:1010,450.57,851.71,308.21,615.55
20191201:1110,433.48,854.49,428.74,642.8
20191201:1210,364.29,786.23,503.9,610.1625
20191201:1310,244.81,619.45,502.58,496.5725
20191201:1410,102.63,378.64,400.68,315.1475
20191201:1510,18.82,16.35,17.31,17.2075
20191201:1610,0.0,0.0,0.0,0.0
20191201:1710,0.0,0.0,0.0,0.0
20191201:1810,0.0,0.0,0.0,0.0
20191201:1910,0.0,0.0,0.0,0.0
20191201:2010,0.0,0.0,0.0,0.0
20191201:2110,0.0,0.0,0.0,0.0
20191201:2210,0.0,0.0,0.0,0.0
20191201:2310,0.0,0.0,0.0,0.0
20191202:0010,0.0,0.0,0.0,0.0
20191202:0110,0.0,0.0,0.0,0.0
20191202:0210,0.0,0.0,0.0,0.0
20191202:0310,0.0,0.0,0.0,0.0
20191202:0410,0.0,0.0,0.0,0.0
20191202:0510,0.0,0.0,0.0,0.0
20191202:0610,0.0,0.0,0.0,0.0
20191202:0710,32.84,30.3,30.07,30.8775
20191202:0810,50.75,46.83,46.47,47.72
20191202:0910,56.72,52.34,54.13,53.8825
20191202:1010,85.58,78.97,81.67,81.2975
20191202:1110,143.27,133.62,136.78,136.8225
20191202:1210,78.61,72.54,75.03,74.68
20191202:1310,51.75,47.75,49.38,49.1575
20191202:1410,22.89,21.12,21.84,21.7425
20191202:1510,13.87,12.05,12.76,12.682500000000001
20191202:1610,0.0,0.0,0.0,0.0
20191202:1710,0.0,0.0,0.0,0.0
20191202:1810,0.0,0.0,0.0,0.0
20191202:1910,0.0,0.0,0.0,0.0
20191202:2010,0.0,0.0,0.0,0.0
20191202:2110,0.0,0.0,0.0,0.0
20191202:2210,0.0,0.0,0.0,0.0
20191202:2310,0.0,0.0,0.0,0.0
20191203:0010,0.0,0.0,0.0,0.0
20191203:0110,0.0,0.0,0.0,0.0
20191203:0210,0.0,0.0,0.0,0.0
20191203:0310,0.0,0.0,0.0,0.0
20191203:0410,0.0,0.0,0.0,0.0
20191203:0510,0.0,0.0,0.0,0.0
20191203:0610,0.0,0.0,0.0,0.0
20191203:0710,54.46,63.77,41.92,55.980000000000004
20191203:0810,246.39,420.13,97.5,296.0375
20191203:0910,271.78,390.34,177.06,307.38
20191203:1010,222.01,242.4,201.99,227.2
20191203:1110,195.71,197.28,187.46,194.4325
20191203:1210,123.39,113.87,117.76,117.2225
20191203:1310,141.06,148.76,147.16,146.435
20191203:1410,34.83,32.14,33.24,33.0875
20191203:1510,12.88,11.19,11.85,11.7775
20191203:1610,0.0,0.0,0.0,0.0
20191203:1710,0.0,0.0,0.0,0.0
20191203:1810,0.0,0.0,0.0,0.0
20191203:1910,0.0,0.0,0.0,0.0
20191203:2010,0.0,0.0,0.0,0.0
20191203:2110,0.0,0.0,0.0,0.0
20191203:2210,0.0,0.0,0.0,0.0
20191203:2310,0.0,0.0,0.0,0.0
20191204:0010,0.0,0.0,0.0,0.0
20191204:0110,0.0,0.0,0.0,0.0
20191204:0210,0.0,0.0,0.0,0.0
20191204:0310,0.0,0.0,0.0,0.0
20191204:0410,0.0,0.0,0.0,0.0
20191204:0510,0.0,0.0,0.0,0.0
20191204:0610,0.0,0.0,0.0,0.0
20191204:0710,166.57,351.86,35.54,226.4575
20191204:0810,322.07,626.73,63.79,409.83000000000004
20191204:0910,412.99,779.59,151.03,530.8
20191204:1010,458.14,878.82,308.11,630.9725000000001
20191204:1110,440.73,882.42,433.46,659.7574999999999
20191204:1210,367.32,800.04,506.78,618.545
20191204:1310,247.09,638.34,511.19,508.74
20191204:1410,101.07,402.66,420.92,331.8275
20191204:1510,18.82,16.35,17.31,17.2075
20191204:1610,0.0,0.0,0.0,0.0
20191204:1710,0.0,0.0,0.0,0.0
20191204:1810,0.0,0.0,0.0,0.0
20191204:1910,0.0,0.0,0.0,0.0
20191204:2010,0.0,0.0,0.0,0.0
20191204:2110,0.0,0.0,0.0,0.0
20191204:2210,0.0,0.0,0.0,0.0
20191204:2310,0.0,0.0,0.0,0.0
20191205:0010,0.0,0.0,0.0,0.0
20191205:0110,0.0,0.0,0.0,0.0
20191205:0210,0.0,0.0,0.0,0.0
20191205:0310,0.0,0.0,0.0,0.0
20191205:0410,0.0,0.0,0.0,0.0
20191205:0510,0.0,0.0,0.0,0.0
20191205:0610,0.0,0.0,0.0,0.0
20191205:0710,30.85,28.47,28.25,29.009999999999998
20191205:0810,111.76,117.45,92.94,109.9
20191205:0910,159.29,162.06,143.08,156.6225
20191205:1010,292.01,401.03,243.74,334.4525
20191205:1110,347.36,580.76,340.66,462.385
20191205:1210,245.93,333.16,271.05,295.82500000000005
20191205:1310,205.39,372.76,318.18,317.2725
20191205:1410,100.83,240.36,249.46,207.7525
20191205:1510,17.83,15.49,16.4,16.3025
20191205:1610,0.0,0.0,0.0,0.0
20191205:1710,0.0,0.0,0.0,0.0
20191205:1810,0.0,0.0,0.0,0.0
20191205:1910,0.0,0.0,0.0,0.0
20191205:2010,0.0,0.0,0.0,0.0
20191205:2110,0.0,0.0,0.0,0.0
20191205:2210,0.0,0.0,0.0,0.0
20191205:2310,0.0,0.0,0.0,0.0
20191206:0010,0.0,0.0,0.0,0.0
20191206:0110,0.0,0.0,0.0,0.0
20191206:0210,0.0,0.0,0.0,0.0
20191206:0310,0.0,0.0,0.0,0.0
20191206:0410,0.0,0.0,0.0,0.0
20191206:0510,0.0,0.0,0.0,0.0
20191206:0610,0.0,0.0,0.0,0.0
20191206:0710,95.75,166.39,43.74,118.0675
20191206:0810,148.61,186.25,104.79,156.47500000000002
20191206:0910,354.61,633.72,153.63,443.92
20191206:1010,240.31,282.89,213.02,254.7775
20191206:1110,326.55,513.33,318.99,418.05
20191206:1210,246.64,337.75,272.76,298.725
20191206:1310,231.34,577.7,462.34,462.27
20191206:1410,43.78,40.4,41.79,41.5925
20191206:1510,12.88,11.19,11.85,11.7775
20191206:1610,0.0,0.0,0.0,0.0
20191206:1710,0.0,0.0,0.0,0.0
20191206:1810,0.0,0.0,0.0,0.0
20191206:1910,0.0,0.0,0.0,0.0
20191206:2010,0.0,0.0,0.0,0.0
20191206:2110,0.0,0.0,0.0,0.0
20191206:2210,0.0,0.0,0.0,0.0
20191206:2310,0.0,0.0,0.0,0.0
20191207:0010,0.0,0.0,0.0,0.0
20191207:0110,0.0,0.0,0.0,0.0
20191207:0210,0.0,0.0,0.0,0.0
20191207:0310,0.0,0.0,0.0,0.0
20191207:0410,0.0,0.0,0.0,0.0
20191207:0510,0.0,0.0,0.0,0.0
20191207:0610,0.0,0.0,0.0,0.0
20191207:0710,68.86,101.4,41.92,78.39500000000001
20191207:0810,200.38,311.91,102.97,231.79250000000002
20191207:0910,350.95,624.91,153.41,438.54499999999996
20191207:1010,366.4,621.02,272.06,470.125
20191207:1110,206.55,215.76,197.96,209.0075
20191207:1210,288.36,485.97,349.01,402.3275
20191207:1310,181.39,259.86,234.06,233.79250000000002
20191207:1410,100.59,277.02,285.67,235.075
20191207:1510,15.85,13.77,14.58,14.4925
20191207:1610,0.0,0.0,0.0,0.0
20191207:1710,0.0,0.0,0.0,0.0
20191207:1810,0.0,0.0,0.0,0.0
20191207:1910,0.0,0.0,0.0,0.0
20191207:2010,0.0,0.0,0.0,0.0
20191207:2110,0.0,0.0,0.0,0.0
20191207:2210,0.0,0.0,0.0,0.0
20191207:2310,0.0,0.0,0.0,0.0
20191208:0010,0.0,0.0,0.0,0.0
20191208:0110,0.0,0.0,0.0,0.0
20191208:0210,0.0,0.0,0.0,0.0
20191208:0310,0.0,0.0,0.0,0.0
20191208:0410,0.0,0.0,0.0,0.0
20191208:0510,0.0,0.0,0.0,0.0
20191208:0610,0.0,0.0,0.0,0.0
20191208:0710,140.95,298.01,34.63,192.89999999999998
20191208:0810,265.78,491.16,82.92,332.755
20191208:0910,355.22,637.41,151.93,445.4925
20191208:1010,429.21,819.51,288.39,589.155
20191208:1110,418.53,835.72,408.53,624.625
20191208:1210,347.93,751.16,473.29,580.885
20191208:1310,230.55,558.05,446.41,448.265
20191208:1410,92.32,128.72,132.66,120.60499999999999
20191208:1510,12.88,11.19,11.85,11.7775
20191208:1610,0.0,0.0,0.0,0.0
20191208:1710,0.0,0.0,0.0,0.0
20191208:1810,0.0,0.0,0.0,0.0
20191208:1910,0.0,0.0,0.0,0.0
20191208:2010,0.0,0.0,0.0,0.0
20191208:2110,0.0,0.0,0.0,0.0
20191208:2210,0.0,0.0,0.0,0.0
20191208:2310,0.0,0.0,0.0,0.0
20191209:0010,0.0,0.0,0.0,0.0
20191209:0110,0.0,0.0,0.0,0.0
20191209:0210,0.0,0.0,0.0,0.0
20191209:0310,0.0,0.0,0.0,0.0
20191209:0410,0.0,0.0,0.0,0.0
20191209:0510,0.0,0.0,0.0,0.0
20191209:0610,0.0,0.0,0.0,0.0
20191209:0710,60.63,87.29,38.27,68.37
20191209:0810,56.72,52.34,51.94,53.335
20191209:0910,185.23,208.02,154.71,188.995
20191209:1010,229.83,262.8,205.57,240.25
20191209:1110,279.73,375.62,270.52,325.3725
20191209:1210,228.91,288.71,244.12,262.61249999999995
20191209:1310,178.75,250.48,226.34,226.5125
20191209:1410,65.02,62.56,64.66,63.7
20191209:1510,3.96,3.44,3.64,3.62
20191209:1610,0.0,0.0,0.0,0.0
20191209:1710,0.0,0.0,0.0,0.0
20191209:1810,0.0,0.0,0.0,0.0
20191209:1910,0.0,0.0,0.0,0.0
20191209:2010,0.0,0.0,0.0,0.0
20191209:2110,0.0,0.0,0.0,0.0
20191209:2210,0.0,0.0,0.0,0.0
20191209:2310,0.0,0.0,0.0,0.0
20191210:0010,0.0,0.0,0.0,0.0
20191210:0110,0.0,0.0,0.0,0.0
20191210:0210,0.0,0.0,0.0,0.0
20191210:0310,0.0,0.0,0.0,0.0
20191210:0410,0.0,0.0,0.0,0.0
20191210:0510,0.0,0.0,0.0,0.0
20191210:0610,0.0,0.0,0.0,0.0
20191210:0710,82.27,140.95,40.09,101.065
20191210:0810,277.81,536.07,70.16,355.02750000000003
20191210:0910,391.04,753.68,131.17,507.3925
20191210:1010,336.62,536.72,258.83,417.2225
20191210:1110,236.0,271.5,226.74,251.435
20191210:1210,216.71,258.55,226.06,239.9675
20191210:1310,143.39,155.65,151.97,151.66500000000002
